Product ID,Order ID,Order Date,Promised Delivery Date,Actual Delivery Date,On-Time Delivery,Order Cycle Time,Status,Return Reason,Product Category,Quantity Ordered,Unit Price,Total Cost,Cost of Goods Sold (COGS),Shipping Cost,Region,City,Supplier,Warehouse,Inventory on Hand,Inventory Turnover,Safety Stock,Order_Priority,Lead_Time,Unit Cost
P2065,EUR-01622,2024-01-29,2024-02-06,2024-02-06,Yes,8,Returned,Customer Changed Mind,Electronics,18,318.33,5729.94,3762.27,38.83,Europe,London,Supplier E,Warehouse 5,412,6.4,89,High,3,318.33
P6582,EUR-01623,2023-11-13,2023-11-21,2023-11-25,No,12,Returned,Customer Changed Mind,Groceries,77,114.35,8804.95,5385.73,24.77,Europe,Rome,Supplier B,Warehouse 6,271,6.24,71,Medium,3,114.35000000000001
P6924,NOR-01624,2024-01-24,2024-02-01,2024-02-03,No,10,In Transit,No Issues Reported,Electronics,59,82.25,4852.75,3303.95,40.42,North America,Chicago,Supplier D,Warehouse 1,257,5.35,53,Low,6,82.25
P9343,NOR-01625,2024-04-19,2024-04-29,2024-04-27,Yes,8,Delivered,No Issues Reported,Home Goods,15,420.22,6303.3,3788.4,42.74,North America,Los Angeles,Supplier B,Warehouse 5,381,11.54,73,High,4,420.22
P2643,NOR-01626,2024-12-08,2024-12-11,2024-12-16,No,8,Delivered,No Issues Reported,Books,53,273.04,14471.12,8853.42,20.88,North America,New York,Supplier A,Warehouse 8,298,2.92,38,Medium,12,273.04
P3340,ASI-01627,2023-03-23,2023-04-01,2023-04-01,Yes,9,In Transit,No Issues Reported,Electronics,45,435.74,19608.3,14351.71,15.6,Asia,Tokyo,Supplier E,Warehouse 3,332,3.05,42,High,12,435.74
P5868,EUR-01628,2024-10-15,2024-10-22,2024-10-20,Yes,5,Pending,No Issues Reported,Apparel,68,100.34,6823.12,5458.39,33.64,Europe,Paris,Supplier A,Warehouse 5,66,1.51,31,Medium,6,100.34
P6151,EUR-01629,2024-11-16,2024-11-26,2024-11-25,Yes,9,In Transit,No Issues Reported,Electronics,32,176.78,5656.96,3427.78,44.12,Europe,London,Supplier B,Warehouse 3,149,4.85,76,High,3,176.78
P4936,NOR-01630,2024-05-28,2024-06-02,2024-05-31,Yes,3,Returned,Wrong Item,Books,72,490.37,35306.64,25412.27,28.57,North America,Los Angeles,Supplier A,Warehouse 2,64,2.84,89,Medium,4,490.37
P3068,ASI-01631,2024-07-07,2024-07-10,2024-07-12,No,5,Delivered,No Issues Reported,Home Goods,32,154.13,4932.16,3564.24,44.86,Asia,Mumbai,Supplier F,Warehouse 5,452,9.5,32,Medium,9,154.13
P4658,EUR-01632,2023-08-18,2023-08-25,2023-08-30,No,12,Returned,Wrong Item,Groceries,5,91.77,458.85,334.19,36.97,Europe,Berlin,Supplier D,Warehouse 1,61,5.55,64,Medium,5,91.77000000000001
P8284,ASI-01633,2024-05-20,2024-05-26,2024-05-31,No,11,Delivered,No Issues Reported,Electronics,29,412.83,11972.07,8669.13,46.2,Asia,Shanghai,Supplier F,Warehouse 7,178,11.28,50,Medium,13,412.83
P1341,ASI-01634,2023-11-10,2023-11-13,2023-11-16,No,6,Pending,No Issues Reported,Home Goods,64,393.2,25164.8,18080.19,22.24,Asia,Mumbai,Supplier E,Warehouse 1,328,9.48,43,Medium,7,393.2
P7181,ASI-01635,2024-08-02,2024-08-11,2024-08-15,No,13,Delivered,No Issues Reported,Home Goods,20,262.31,5246.2,3988.16,27.17,Asia,Mumbai,Supplier C,Warehouse 7,84,9.14,69,Low,10,262.31
P8277,EUR-01636,2023-01-05,2023-01-15,2023-01-16,No,11,In Transit,No Issues Reported,Home Goods,57,447.37,25500.09,15723.33,22.73,Europe,Paris,Supplier D,Warehouse 2,262,2.48,48,High,2,447.37
P3633,EUR-01637,2024-08-16,2024-08-23,2024-08-21,Yes,5,In Transit,No Issues Reported,Electronics,66,143.77,9488.82,6602.15,25.94,Europe,Berlin,Supplier C,Warehouse 5,377,7.94,70,Medium,14,143.76999999999998
P5104,EUR-01638,2023-03-31,2023-04-07,2023-04-12,No,12,Returned,Damaged,Groceries,37,339.28,12553.36,8135.55,15.63,Europe,London,Supplier A,Warehouse 1,139,3.73,85,High,14,339.28000000000003
P2769,NOR-01639,2023-03-10,2023-03-17,2023-03-16,Yes,6,Returned,Customer Changed Mind,Electronics,93,168.84,15702.12,10195.7,44.92,North America,Los Angeles,Supplier D,Warehouse 5,217,7.11,60,Low,5,168.84
P4918,EUR-01640,2024-10-07,2024-10-10,2024-10-14,No,7,In Transit,No Issues Reported,Books,2,85.27,170.54,107.94,28.09,Europe,Rome,Supplier E,Warehouse 6,440,3.74,38,Low,9,85.27
P4708,NOR-01641,2023-08-01,2023-08-08,2023-08-11,No,10,In Transit,No Issues Reported,Home Goods,82,271.22,22240.04,16948.82,31.01,North America,New York,Supplier E,Warehouse 7,73,4.44,37,Medium,11,271.22
P3146,EUR-01642,2023-11-17,2023-11-26,2023-11-26,Yes,9,Delivered,No Issues Reported,Electronics,63,151.27,9530.01,6017.2,15.55,Europe,Berlin,Supplier D,Warehouse 3,63,4.67,72,Low,3,151.27
P1081,ASI-01643,2024-03-15,2024-03-19,2024-03-22,No,7,In Transit,No Issues Reported,Books,49,304.04,14897.96,10353.6,49.62,Asia,Shanghai,Supplier C,Warehouse 1,252,3.82,36,Medium,14,304.03999999999996
P1124,ASI-01644,2024-11-25,2024-12-01,2024-11-30,Yes,5,In Transit,No Issues Reported,Groceries,6,154.52,927.12,700.95,42.85,Asia,Shanghai,Supplier A,Warehouse 1,144,3.09,73,Medium,9,154.52
P1033,NOR-01645,2023-02-27,2023-03-03,2023-03-04,No,5,In Transit,No Issues Reported,Groceries,29,247.26,7170.54,5001.04,34.15,North America,Los Angeles,Supplier F,Warehouse 6,79,8.28,43,High,14,247.26
P9423,NOR-01646,2023-11-25,2023-12-04,2023-12-03,Yes,8,Returned,Damaged,Books,92,360.38,33154.96,21754.78,29.69,North America,Los Angeles,Supplier C,Warehouse 1,428,5.37,96,Medium,11,360.38
P2357,NOR-01647,2023-12-02,2023-12-12,2023-12-12,Yes,10,In Transit,No Issues Reported,Home Goods,94,402.88,37870.72,24367.5,39.72,North America,Los Angeles,Supplier D,Warehouse 2,247,8.33,79,High,6,402.88
P6779,EUR-01648,2023-06-08,2023-06-15,2023-06-18,No,10,Returned,Wrong Item,Apparel,57,11.36,647.52,484.36,34.6,Europe,Paris,Supplier A,Warehouse 8,150,8.62,33,Low,4,11.36
P7849,EUR-01649,2023-10-11,2023-10-21,2023-10-25,No,14,Returned,Customer Changed Mind,Electronics,45,92.51,4162.95,2889.86,45.85,Europe,Paris,Supplier B,Warehouse 2,84,2.81,93,Medium,7,92.50999999999999
P7402,EUR-01650,2023-03-12,2023-03-20,2023-03-25,No,13,Delivered,No Issues Reported,Groceries,8,82.16,657.28,426.69,37.01,Europe,London,Supplier A,Warehouse 7,294,8.07,76,Medium,8,82.16
P3544,EUR-01651,2024-04-03,2024-04-13,2024-04-17,No,14,In Transit,No Issues Reported,Apparel,20,103.22,2064.4,1439.42,31.57,Europe,Berlin,Supplier F,Warehouse 5,86,10.62,68,High,6,103.22
P1656,EUR-01652,2024-03-06,2024-03-14,2024-03-18,No,12,In Transit,No Issues Reported,Electronics,37,423.67,15675.79,11306.24,17.7,Europe,London,Supplier D,Warehouse 6,64,11.36,51,Medium,5,423.67
P9228,ASI-01653,2023-12-15,2023-12-21,2023-12-21,Yes,6,In Transit,No Issues Reported,Apparel,19,133.53,2537.07,1697.09,36.35,Asia,Tokyo,Supplier B,Warehouse 3,485,5.49,98,High,6,133.53
P6584,EUR-01654,2024-06-28,2024-07-08,2024-07-10,No,12,Delivered,No Issues Reported,Apparel,88,250.98,22086.24,14764.64,12.86,Europe,Rome,Supplier A,Warehouse 2,157,11.15,37,Medium,5,250.98000000000002
P4609,EUR-01655,2024-06-05,2024-06-09,2024-06-11,No,6,Delivered,No Issues Reported,Apparel,90,216.85,19516.5,12852.93,27.24,Europe,Paris,Supplier B,Warehouse 8,496,10.82,28,High,8,216.85
P7322,EUR-01656,2024-10-22,2024-10-27,2024-10-29,No,7,Pending,No Issues Reported,Apparel,63,475.34,29946.42,20156.52,25.69,Europe,Berlin,Supplier C,Warehouse 8,364,6.43,72,Low,1,475.34
P7664,NOR-01657,2023-05-07,2023-05-14,2023-05-18,No,11,In Transit,No Issues Reported,Groceries,37,355.54,13154.98,10077.93,10.87,North America,Los Angeles,Supplier D,Warehouse 3,370,2.95,20,Medium,11,355.53999999999996
P8328,EUR-01658,2024-07-16,2024-07-25,2024-07-28,No,12,Returned,Customer Changed Mind,Apparel,87,31.85,2770.95,1896.27,15.05,Europe,London,Supplier B,Warehouse 4,498,5.89,83,Medium,7,31.849999999999998
P7082,NOR-01659,2024-06-27,2024-07-05,2024-07-03,Yes,6,Returned,Customer Changed Mind,Home Goods,18,41.11,739.98,529.16,22.05,North America,Los Angeles,Supplier C,Warehouse 8,52,3.45,45,Medium,10,41.11
P9515,EUR-01660,2024-11-12,2024-11-22,2024-11-20,Yes,8,Pending,No Issues Reported,Groceries,60,429.69,25781.4,16174.94,14.65,Europe,Madrid,Supplier D,Warehouse 1,199,8.83,26,Medium,10,429.69
P3359,NOR-01661,2024-10-12,2024-10-18,2024-10-19,No,7,In Transit,No Issues Reported,Books,72,341.91,24617.52,19432.25,49.4,North America,Los Angeles,Supplier F,Warehouse 3,446,4.05,76,Medium,11,341.91
P7668,NOR-01662,2024-10-03,2024-10-06,2024-10-08,No,5,Pending,No Issues Reported,Books,52,384.14,19975.28,13764.03,25.82,North America,Chicago,Supplier E,Warehouse 7,372,3.81,37,Medium,2,384.14
P9486,NOR-01663,2023-12-06,2023-12-12,2023-12-10,Yes,4,Delivered,No Issues Reported,Apparel,4,411.74,1646.96,1265.2,45.65,North America,Toronto,Supplier B,Warehouse 7,199,6.79,54,Low,14,411.74
P3726,NOR-01664,2023-02-27,2023-03-06,2023-03-07,No,8,In Transit,No Issues Reported,Books,87,290.25,25251.75,15266.91,41.6,North America,Chicago,Supplier D,Warehouse 2,403,7.17,71,Medium,9,290.25
P1393,EUR-01665,2024-07-08,2024-07-14,2024-07-18,No,10,Delivered,No Issues Reported,Groceries,37,445.87,16497.19,12790.96,33.98,Europe,Paris,Supplier C,Warehouse 1,337,11.85,73,Low,1,445.86999999999995
P7130,EUR-01666,2024-11-25,2024-11-29,2024-11-30,No,5,In Transit,No Issues Reported,Home Goods,98,434.25,42556.5,33262.98,47.22,Europe,Rome,Supplier A,Warehouse 2,75,10.16,20,Low,11,434.25
P1799,EUR-01667,2024-05-04,2024-05-12,2024-05-14,No,10,Returned,Damaged,Groceries,92,347.01,31924.92,23678.6,12.4,Europe,Paris,Supplier E,Warehouse 1,160,11.49,85,High,10,347.01
P9338,NOR-01668,2023-06-20,2023-06-27,2023-06-29,No,9,Delivered,No Issues Reported,Electronics,35,124.79,4367.65,2925.08,25.4,North America,Los Angeles,Supplier C,Warehouse 4,224,2.3,47,Low,6,124.78999999999999
P1196,EUR-01669,2024-09-07,2024-09-11,2024-09-13,No,6,In Transit,No Issues Reported,Books,41,179.37,7354.17,4485.95,11.68,Europe,Paris,Supplier C,Warehouse 7,102,11.18,86,High,9,179.37
P3535,EUR-01670,2023-06-22,2023-06-29,2023-07-04,No,12,Delivered,No Issues Reported,Groceries,34,22.87,777.58,616.16,34.33,Europe,Madrid,Supplier D,Warehouse 4,286,9.8,33,Low,1,22.87
P2848,NOR-01671,2023-01-18,2023-01-28,2023-01-27,Yes,9,Returned,Damaged,Groceries,50,215.03,10751.5,8168.63,49.11,North America,Los Angeles,Supplier D,Warehouse 8,93,7.47,80,Medium,4,215.03
P6453,NOR-01672,2024-11-02,2024-11-10,2024-11-11,No,9,In Transit,No Issues Reported,Electronics,61,435.54,26567.94,19763.45,44.59,North America,Chicago,Supplier C,Warehouse 6,324,3.68,44,Low,4,435.53999999999996
P9342,EUR-01673,2023-04-21,2023-04-25,2023-04-28,No,7,Returned,Wrong Item,Groceries,48,127.22,6106.56,4826.45,49.5,Europe,Berlin,Supplier D,Warehouse 3,133,4.46,69,Low,9,127.22000000000001
P8008,ASI-01674,2024-05-23,2024-05-27,2024-06-01,No,9,Returned,Wrong Item,Electronics,88,168.47,14825.36,11309.92,47.16,Asia,Tokyo,Supplier A,Warehouse 4,330,6.59,46,Low,11,168.47
P4636,NOR-01675,2024-03-17,2024-03-20,2024-03-20,Yes,3,Pending,No Issues Reported,Books,23,242.1,5568.3,3768.9,33.7,North America,Toronto,Supplier F,Warehouse 1,180,4.82,67,Medium,5,242.1
P8653,ASI-01676,2024-11-25,2024-11-30,2024-12-03,No,8,In Transit,No Issues Reported,Home Goods,55,57.72,3174.6,2056.22,42.15,Asia,Mumbai,Supplier E,Warehouse 8,468,3.5,20,Medium,5,57.72
P2899,ASI-01677,2023-02-23,2023-02-28,2023-02-26,Yes,3,Returned,Damaged,Books,61,237.23,14471.03,11344.86,48.01,Asia,Shanghai,Supplier C,Warehouse 3,111,10.73,84,High,6,237.23000000000002
P2358,ASI-01678,2023-12-05,2023-12-13,2023-12-13,Yes,8,Returned,Customer Changed Mind,Apparel,1,391.22,391.22,239.54,27.7,Asia,Singapore,Supplier F,Warehouse 5,124,2.27,38,Medium,1,391.22
P8920,ASI-01679,2023-10-04,2023-10-09,2023-10-10,No,6,Pending,No Issues Reported,Books,28,444.78,12453.84,9874.18,23.95,Asia,Mumbai,Supplier D,Warehouse 2,484,10.13,77,High,1,444.78000000000003
P7663,EUR-01680,2024-09-06,2024-09-15,2024-09-14,Yes,8,Returned,Damaged,Groceries,56,178.18,9978.08,6782.62,40.79,Europe,Paris,Supplier F,Warehouse 7,201,1.93,98,Medium,9,178.18
P5612,EUR-01681,2023-03-09,2023-03-15,2023-03-16,No,7,Pending,No Issues Reported,Electronics,79,358.13,28292.27,17837.37,47.45,Europe,London,Supplier F,Warehouse 6,120,11.86,68,Medium,3,358.13
P1217,ASI-01682,2023-08-27,2023-09-02,2023-09-07,No,11,In Transit,No Issues Reported,Apparel,12,291.83,3501.96,2633.64,19.76,Asia,Shanghai,Supplier D,Warehouse 4,284,1.72,56,Low,4,291.83
P2575,EUR-01683,2023-05-02,2023-05-11,2023-05-09,Yes,7,Delivered,No Issues Reported,Groceries,15,45.89,688.35,543.06,11.49,Europe,Madrid,Supplier D,Warehouse 1,72,2.23,39,Medium,1,45.89
P6509,EUR-01684,2024-03-26,2024-03-29,2024-03-27,Yes,1,In Transit,No Issues Reported,Groceries,74,360.3,26662.2,19566.99,43.79,Europe,Paris,Supplier B,Warehouse 4,356,6.29,91,Low,9,360.3
P2495,EUR-01685,2024-11-13,2024-11-21,2024-11-23,No,10,In Transit,No Issues Reported,Electronics,77,97.51,7508.27,4930.96,26.12,Europe,Madrid,Supplier F,Warehouse 7,468,4.15,51,High,8,97.51
P7679,NOR-01686,2023-07-09,2023-07-18,2023-07-20,No,11,In Transit,No Issues Reported,Apparel,12,471.49,5657.88,4469.4,37.71,North America,New York,Supplier B,Warehouse 5,266,5.33,86,Low,2,471.49
P3314,ASI-01687,2024-10-04,2024-10-13,2024-10-16,No,12,Pending,No Issues Reported,Books,86,68.63,5902.18,3544.39,42.43,Asia,Shanghai,Supplier A,Warehouse 5,60,7.23,26,Low,8,68.63000000000001
P9118,NOR-01688,2024-12-12,2024-12-21,2024-12-19,Yes,7,Pending,No Issues Reported,Electronics,72,384.02,27649.44,18136.95,42.96,North America,Houston,Supplier F,Warehouse 1,499,2.7,45,Medium,7,384.02
P1210,EUR-01689,2024-07-26,2024-08-01,2024-08-02,No,7,Pending,No Issues Reported,Books,77,357.82,27552.14,21119.3,18.03,Europe,Berlin,Supplier F,Warehouse 1,95,11.02,27,Medium,11,357.82
P9711,ASI-01690,2024-02-01,2024-02-04,2024-02-05,No,4,Delivered,No Issues Reported,Groceries,15,364.92,5473.8,4170.53,22.39,Asia,Singapore,Supplier C,Warehouse 5,72,3.32,49,Medium,6,364.92
P8266,ASI-01691,2024-04-10,2024-04-14,2024-04-17,No,7,In Transit,No Issues Reported,Groceries,95,118.91,11296.45,8864.24,38.25,Asia,Tokyo,Supplier D,Warehouse 7,263,5.96,51,High,1,118.91000000000001
P5965,NOR-01692,2023-06-15,2023-06-20,2023-06-18,Yes,3,Delivered,No Issues Reported,Books,67,38.06,2550.02,1965.07,44.61,North America,Toronto,Supplier D,Warehouse 1,449,6.32,52,Medium,7,38.06
P5006,NOR-01693,2023-08-12,2023-08-20,2023-08-21,No,9,Delivered,No Issues Reported,Home Goods,88,276.5,24332.0,15631.32,41.19,North America,New York,Supplier D,Warehouse 4,54,10.55,75,Medium,10,276.5
P4813,NOR-01694,2023-05-17,2023-05-27,2023-05-29,No,12,In Transit,No Issues Reported,Groceries,16,374.76,5996.16,3765.51,26.89,North America,Houston,Supplier F,Warehouse 1,292,11.99,65,High,7,374.76
P9696,EUR-01695,2024-10-06,2024-10-10,2024-10-14,No,8,Returned,Wrong Item,Groceries,64,241.96,15485.44,11984.9,15.01,Europe,London,Supplier D,Warehouse 4,327,10.01,47,Medium,13,241.96
P7965,NOR-01696,2024-02-19,2024-02-28,2024-03-02,No,12,Delivered,No Issues Reported,Apparel,59,462.54,27289.86,17312.13,16.36,North America,Chicago,Supplier F,Warehouse 1,271,6.07,85,High,14,462.54
P9810,EUR-01697,2024-02-14,2024-02-20,2024-02-25,No,11,Returned,Damaged,Apparel,24,277.4,6657.6,4847.83,37.04,Europe,Paris,Supplier E,Warehouse 4,361,1.51,57,High,9,277.40000000000003
P9126,EUR-01698,2023-03-08,2023-03-16,2023-03-15,Yes,7,In Transit,No Issues Reported,Groceries,62,242.73,15049.26,9487.94,22.91,Europe,Paris,Supplier B,Warehouse 6,244,4.61,90,High,1,242.73
P6401,NOR-01699,2023-08-07,2023-08-10,2023-08-13,No,6,Delivered,No Issues Reported,Electronics,99,223.2,22096.8,17199.89,41.23,North America,Los Angeles,Supplier E,Warehouse 2,297,7.29,44,Low,2,223.2
P9611,NOR-01700,2023-04-13,2023-04-18,2023-04-21,No,8,Returned,Wrong Item,Groceries,57,44.74,2550.18,1588.33,49.08,North America,Houston,Supplier A,Warehouse 1,269,1.91,66,Medium,11,44.739999999999995
P8586,ASI-01701,2024-07-01,2024-07-06,2024-07-08,No,7,Pending,No Issues Reported,Groceries,58,282.78,16401.24,12756.86,23.98,Asia,Shanghai,Supplier B,Warehouse 4,75,8.08,22,Low,9,282.78000000000003
P1591,ASI-01702,2024-03-01,2024-03-04,2024-03-03,Yes,2,Delivered,No Issues Reported,Home Goods,82,11.53,945.46,689.0,25.66,Asia,Shanghai,Supplier A,Warehouse 7,302,4.39,93,Medium,13,11.530000000000001
P1256,NOR-01703,2023-08-15,2023-08-23,2023-08-23,Yes,8,In Transit,No Issues Reported,Apparel,53,304.34,16130.02,12326.04,35.36,North America,Toronto,Supplier A,Warehouse 8,246,3.27,25,Medium,9,304.34000000000003
P8392,EUR-01704,2024-10-14,2024-10-20,2024-10-18,Yes,4,In Transit,No Issues Reported,Books,84,356.74,29966.16,18812.11,38.07,Europe,Berlin,Supplier A,Warehouse 6,236,4.01,56,Medium,13,356.74
P5189,EUR-01705,2023-10-23,2023-11-02,2023-11-01,Yes,9,Pending,No Issues Reported,Groceries,48,451.14,21654.72,15930.47,46.33,Europe,Madrid,Supplier D,Warehouse 4,75,9.06,89,Medium,6,451.14000000000004
P9994,EUR-01706,2024-03-18,2024-03-26,2024-03-28,No,10,Pending,No Issues Reported,Home Goods,43,363.65,15636.95,10259.99,36.21,Europe,Berlin,Supplier C,Warehouse 4,324,8.46,73,High,6,363.65000000000003
P7823,ASI-01707,2024-10-02,2024-10-09,2024-10-10,No,8,Pending,No Issues Reported,Home Goods,84,275.78,23165.52,15886.73,16.4,Asia,Shanghai,Supplier D,Warehouse 5,476,6.69,75,Medium,4,275.78000000000003
P5763,NOR-01708,2023-09-05,2023-09-13,2023-09-14,No,9,In Transit,No Issues Reported,Books,47,264.64,12438.08,7474.23,30.32,North America,Chicago,Supplier E,Warehouse 4,174,3.17,72,High,4,264.64
P6006,ASI-01709,2023-01-07,2023-01-14,2023-01-16,No,9,In Transit,No Issues Reported,Groceries,89,171.92,15300.88,10819.47,24.24,Asia,Singapore,Supplier F,Warehouse 1,213,9.9,66,Medium,5,171.92
P4213,NOR-01710,2024-05-30,2024-06-04,2024-06-06,No,7,Returned,Wrong Item,Electronics,59,102.55,6050.45,3838.67,49.43,North America,New York,Supplier D,Warehouse 4,340,1.98,79,Medium,3,102.55
P6489,EUR-01711,2024-04-10,2024-04-20,2024-04-20,Yes,10,Pending,No Issues Reported,Electronics,31,283.3,8782.3,5319.57,26.87,Europe,Paris,Supplier C,Warehouse 1,336,11.92,34,High,1,283.29999999999995
P2060,EUR-01712,2023-04-04,2023-04-09,2023-04-07,Yes,3,Pending,No Issues Reported,Apparel,72,51.64,3718.08,2386.8,19.08,Europe,London,Supplier C,Warehouse 4,121,11.04,96,High,1,51.64
P5501,NOR-01713,2024-11-25,2024-12-01,2024-12-06,No,11,Pending,No Issues Reported,Electronics,15,75.41,1131.15,827.28,33.04,North America,New York,Supplier B,Warehouse 8,494,3.25,65,Medium,12,75.41000000000001
P9659,EUR-01714,2024-03-19,2024-03-26,2024-03-26,Yes,7,Returned,Customer Changed Mind,Home Goods,15,347.49,5212.35,3673.22,29.84,Europe,Berlin,Supplier C,Warehouse 5,148,7.32,64,Medium,13,347.49
P6311,ASI-01715,2023-06-17,2023-06-25,2023-06-24,Yes,7,Pending,No Issues Reported,Electronics,78,412.78,32196.84,23347.92,33.38,Asia,Singapore,Supplier C,Warehouse 6,98,2.32,58,High,7,412.78000000000003
P4273,NOR-01716,2023-02-27,2023-03-07,2023-03-08,No,9,Returned,Customer Changed Mind,Apparel,61,97.31,5935.91,4564.95,26.63,North America,Chicago,Supplier A,Warehouse 3,176,6.14,69,Low,1,97.31
P9416,EUR-01717,2024-09-21,2024-09-25,2024-09-28,No,7,Returned,Wrong Item,Books,33,442.07,14588.31,9260.08,26.97,Europe,Berlin,Supplier F,Warehouse 8,181,7.02,85,High,1,442.07
P4940,ASI-01718,2024-01-18,2024-01-27,2024-01-27,Yes,9,Delivered,No Issues Reported,Electronics,55,287.65,15820.75,9757.72,43.29,Asia,Seoul,Supplier E,Warehouse 6,60,9.8,50,Medium,3,287.65
P3340,EUR-01719,2024-02-11,2024-02-15,2024-02-19,No,8,Returned,Damaged,Electronics,92,168.32,15485.44,11197.66,33.61,Europe,Paris,Supplier D,Warehouse 4,470,2.81,73,Low,10,168.32
P2481,EUR-01720,2023-01-28,2023-02-01,2023-02-01,Yes,4,In Transit,No Issues Reported,Groceries,72,267.64,19270.08,11710.34,30.08,Europe,Berlin,Supplier A,Warehouse 3,386,4.56,39,High,4,267.64000000000004
P5183,EUR-01721,2023-03-04,2023-03-12,2023-03-13,No,9,Returned,Wrong Item,Apparel,71,91.97,6529.87,4861.29,14.28,Europe,London,Supplier D,Warehouse 7,117,6.45,67,High,4,91.97
P2393,NOR-01722,2023-08-28,2023-09-07,2023-09-07,Yes,10,Delivered,No Issues Reported,Home Goods,76,17.02,1293.52,849.9,20.35,North America,Los Angeles,Supplier F,Warehouse 5,316,10.43,45,High,2,17.02
P8926,NOR-01723,2023-07-10,2023-07-16,2023-07-20,No,10,Pending,No Issues Reported,Electronics,88,328.32,28892.16,18241.26,49.25,North America,New York,Supplier C,Warehouse 1,297,2.75,33,Medium,1,328.32
P2052,ASI-01724,2023-11-24,2023-12-03,2023-12-03,Yes,9,Delivered,No Issues Reported,Groceries,17,197.96,3365.32,2545.7,23.59,Asia,Singapore,Supplier E,Warehouse 2,281,3.74,40,High,3,197.96
P5033,ASI-01725,2023-05-29,2023-06-07,2023-06-07,Yes,9,Delivered,No Issues Reported,Groceries,63,118.15,7443.45,5386.9,16.27,Asia,Tokyo,Supplier C,Warehouse 8,253,7.46,29,Medium,11,118.14999999999999
P8242,NOR-01726,2024-02-20,2024-02-26,2024-03-02,No,11,Returned,Wrong Item,Home Goods,18,284.62,5123.16,3773.15,29.49,North America,New York,Supplier F,Warehouse 2,379,4.57,96,High,4,284.62
P7181,EUR-01727,2024-06-23,2024-07-01,2024-07-02,No,9,Delivered,No Issues Reported,Home Goods,7,10.12,70.84,56.5,10.24,Europe,Paris,Supplier E,Warehouse 8,430,9.97,51,Medium,3,10.120000000000001
P7497,ASI-01728,2023-06-25,2023-06-28,2023-06-29,No,4,Pending,No Issues Reported,Electronics,22,299.25,6583.5,4612.4,28.1,Asia,Mumbai,Supplier C,Warehouse 1,74,4.0,26,Low,8,299.25
P4933,ASI-01729,2024-07-21,2024-07-27,2024-07-29,No,8,Returned,Customer Changed Mind,Home Goods,39,314.59,12269.01,8677.8,38.94,Asia,Singapore,Supplier A,Warehouse 1,453,5.95,84,Low,14,314.59000000000003
P5600,EUR-01730,2024-03-06,2024-03-10,2024-03-11,No,5,In Transit,No Issues Reported,Electronics,7,436.32,3054.24,2024.09,19.75,Europe,Berlin,Supplier C,Warehouse 3,242,2.13,89,Medium,10,436.32
P4227,NOR-01731,2024-12-23,2024-12-28,2024-12-26,Yes,3,Delivered,No Issues Reported,Groceries,22,184.02,4048.44,2620.19,11.26,North America,Houston,Supplier E,Warehouse 2,400,9.18,69,Medium,1,184.02
P8846,NOR-01732,2024-06-18,2024-06-27,2024-06-28,No,10,Returned,Damaged,Groceries,87,335.44,29183.28,18011.65,47.54,North America,Houston,Supplier A,Warehouse 8,175,9.25,96,Medium,14,335.44
P2633,NOR-01733,2023-02-01,2023-02-08,2023-02-13,No,12,Returned,Wrong Item,Electronics,3,180.03,540.09,332.78,37.95,North America,New York,Supplier A,Warehouse 8,449,2.03,80,Medium,2,180.03
P6253,EUR-01734,2023-05-25,2023-05-29,2023-06-02,No,8,In Transit,No Issues Reported,Home Goods,4,398.26,1593.04,1169.7,43.52,Europe,Rome,Supplier A,Warehouse 6,103,3.39,78,Medium,13,398.26
P3322,ASI-01735,2024-01-06,2024-01-10,2024-01-09,Yes,3,Delivered,No Issues Reported,Home Goods,47,133.47,6273.09,4219.74,34.22,Asia,Mumbai,Supplier D,Warehouse 2,365,5.65,63,High,7,133.47
P9208,NOR-01736,2023-10-23,2023-10-28,2023-11-02,No,10,Returned,Wrong Item,Books,58,368.51,21373.58,16290.43,37.52,North America,Toronto,Supplier D,Warehouse 4,306,5.86,38,Low,4,368.51000000000005
P6954,NOR-01737,2024-07-20,2024-07-28,2024-08-01,No,12,Delivered,No Issues Reported,Books,100,223.11,22311.0,14362.75,11.01,North America,Chicago,Supplier B,Warehouse 8,303,3.68,32,Medium,8,223.11
P7238,ASI-01738,2024-03-06,2024-03-13,2024-03-11,Yes,5,In Transit,No Issues Reported,Apparel,88,329.36,28983.68,21548.72,48.21,Asia,Shanghai,Supplier D,Warehouse 3,85,4.67,70,High,11,329.36
P7817,ASI-01739,2024-03-01,2024-03-11,2024-03-15,No,14,In Transit,No Issues Reported,Electronics,38,475.96,18086.48,11251.42,42.22,Asia,Shanghai,Supplier B,Warehouse 2,448,2.52,58,Medium,13,475.96
P7810,ASI-01740,2024-05-29,2024-06-06,2024-06-06,Yes,8,Pending,No Issues Reported,Electronics,77,201.41,15508.57,10954.83,26.86,Asia,Shanghai,Supplier D,Warehouse 6,184,6.53,52,Medium,3,201.41
P9868,NOR-01741,2024-09-15,2024-09-24,2024-09-28,No,13,Returned,Damaged,Groceries,72,390.81,28138.32,18184.82,11.13,North America,Chicago,Supplier F,Warehouse 4,162,6.61,97,Low,6,390.81
